conversation_id,speaker,turn,text,label
C063,attacker,5,"Rs 5000 ka fine bharo abhi. Warna criminal case darj hoga.",1
C063,victim,6,"Okay kar deti hoon. Account number do please.",1
C063,attacker,7,"UPI pe bhejo aur screenshot share karo hamare WhatsApp pe.",1
C063,victim,8,"Done. Screenshot bhej rahi hoon. Please mujhe bachao.",1
C064,attacker,1,"Hello sir this is from the Income Tax refund department.",1
C064,victim,2,"Oh, I have been waiting for my refund.",1
C064,attacker,3,"Sir your refund of Rs 15000 is ready. We need to verify your account.",1
C064,victim,4,"Yes please, how do I verify?",1
C064,attacker,5,"Share your account number and the OTP we send to your registered mobile.",1
C064,victim,6,"Account is 987654321 and OTP is 778899.",1
C064,attacker,7,"Thank you. One more verification — your net banking password.",1
C064,victim,8,"Password is Tax@2024. Please process my refund.",1
C065,attacker,1,"Sir aap ek WhatsApp group ke admin hain jo seditious content share karta tha.",1
C065,victim,2,"Main toh sirf family group ka admin hoon.",1
C065,attacker,3,"Sir hamare records mein aapka number flagged hai. Abhi cooperate karo.",1
C065,victim,4,"Main kuch bhi illegal nahi karta. Kya proof hai aapke paas?",1
C065,attacker,5,"Proof court mein dikhayenge. Pehle Rs 20000 settlement fee bharo.",1
C065,victim,6,"Theek hai main deta hoon. Bas case band karo.",1
C065,attacker,7,"Aur apni location bhi share karo verification ke liye.",1
C065,victim,8,"Main Pune mein hoon, Koregaon Park mein. Please is case ko close karo.",1
C066,attacker,1,"This is SEBI cybercell. Your trading account shows algorithmic fraud.",1
C066,victim,2,"I trade manually. I don't use any algorithms.",1
C066,attacker,3,"Sir your account is flagged. Pay the penalty immediately or we freeze the account.",1
C066,victim,4,"Please don't freeze. How much is the penalty?",1
C066,attacker,5,"Rs 50000. Transfer within 30 minutes.",1
C066,victim,6,"I'll transfer. Please give me the account number.",1
C066,attacker,7,"Transfer to sebi.settlement@upi and share your broker login for verification.",1
C066,victim,8,"Broker login is trader99 password Stock@123. Transferring now.",1
C067,attacker,1,"Aapka PAN card ek benami property transaction mein use hua hai.",1
C067,victim,2,"Yeh sach nahi hai. Main kisi bhi property deal mein nahi hoon.",1
C067,attacker,3,"Sir Income Tax department ki taraf se notice aaya hai. Cooperate karo.",1
C067,victim,4,"Main kya kar sakta hoon is situation mein?",1
C067,attacker,5,"Rs 45000 settlement amount bharo. Case close ho jayega.",1
C067,victim,6,"Okay kar deta hoon. Aap genuine lagte ho. Transfer kar raha hoon.",1
C067,attacker,7,"Aur apna PAN number aur DOB confirm karo.",1
C067,victim,8,"PAN hai ABCDE1234F aur DOB hai 20 June 1985. Please help.",1
C068,attacker,1,"Sir this is the cyber crime wing. Your email was hacked and used for phishing.",1
C068,victim,2,"I didn't notice anything unusual with my email.",1
C068,attacker,3,"Sir it happens without your knowledge. You must cooperate to clear your name.",1
C068,victim,4,"Of course I'll cooperate. What do I need to do?",1
C068,attacker,5,"Pay a Rs 10000 security bond and share your email password for forensics.",1
C068,victim,6,"Email password is myemail@456. And I'll pay the bond right now.",1
C068,attacker,7,"Thank you for trusting us. We'll clear your name within 24 hours.",1
C068,victim,8,"Thank you officer. I trust you completely. Please handle this quickly.",1
C069,attacker,1,"Madam aapke husband ke naam pe ek loan fraud case hai.",1
C069,victim,2,"Mere husband toh koi loan nahi liya. Yeh galat hai.",1
C069,attacker,3,"Madam records hamare paas hain. Aapko dono ko cooperate karna hoga.",1
C069,victim,4,"Please mera ghar bachao. Kya karun main?",1
C069,attacker,5,"Rs 60000 settlement fee bharo abhi. Dono ka case band ho jayega.",1
C069,victim,6,"Okay kar deti hoon. Ghar mein savings hain. Bhejti hoon.",1
C069,attacker,7,"Aur ghar ka address bhi batao verification ke liye.",1
C069,victim,8,"12 Rose Garden Society Pune 411001. Please hamare ghar ko protect karo.",1
C070,attacker,1,"Sir your Aadhaar has been used to open accounts in 5 different states.",1
C070,victim,2,"That is impossible. I only have accounts in my home city.",1
C070,attacker,3,"Sir the biometric data was cloned. This is a serious fraud against you.",1
C070,victim,4,"Oh no. What should I do to protect myself?",1
C070,attacker,5,"Pay Rs 3000 for Aadhaar reactivation and share your biometric OTP.",1
C070,victim,6,"Okay I want to protect my Aadhaar. OTP is 334455. Paying now.",1
C070,attacker,7,"Also confirm your mother's maiden name for security verification.",1
C070,victim,8,"My mother's maiden name is Sharma. Please secure my Aadhaar.",1
C071,attacker,1,"Hello this is from the electricity department. Urgent disconnection notice.",1
C071,victim,2,"But I paid my bill last week.",1
C071,attacker,3,"Sir payment not reflecting. Pay again or connection cut in 2 hours.",1
C071,victim,4,"Okay I don't want disconnection. How do I pay?",1
C071,attacker,5,"Pay Rs 2500 via UPI to our collection agent immediately.",1
C071,victim,6,"Fine I'll pay. Give me the UPI ID.",1
C071,attacker,7,"UPI is elec.collect@bank. Pay and share screenshot.",1
C071,victim,8,"Done paid. Screenshot sent. Please don't disconnect.",1
C072,attacker,1,"Sir we are from the National Cyber Crime portal. Your case is serious.",1
C072,victim,2,"What case? I haven't done anything.",1
C072,attacker,3,"Someone filed a complaint against you using your phone number.",1
C072,victim,4,"Who filed? I want to know.",1
C072,attacker,5,"Cannot disclose. But settle it now for Rs 25000 and we close it.",1
C072,victim,6,"Okay if that closes the case I'll pay.",1
C072,attacker,7,"Pay and also share your Aadhaar details for case records.",1
C072,victim,8,"Aadhaar is 5678 9012 3456. Paying now. Please close my case.",1
C073,attacker,1,"Aap ek ponzi scheme ke involuntary participant hain.",1
C073,victim,2,"Main toh sirf mutual funds mein invest karta hoon.",1
C073,attacker,3,"Sir unhi funds se paise ek ponzi scheme mein gaye hain. Aap suspect hain.",1
C073,victim,4,"Yeh toh bahut bura hai. Main kya karun?",1
C073,attacker,5,"Abhi Rs 40000 pay karo. Hum aapka naam list se hata denge.",1
C073,victim,6,"Theek hai main pay karta hoon. Mujhe is list se hataao.",1
C073,attacker,7,"Apna mutual fund login bhi share karo verification ke liye.",1
C073,victim,8,"Login hai investor123 password Mfund@456. Please mujhe is case se nikalo.",1
C074,attacker,1,"This is the enforcement directorate. Your property is linked to black money.",1
C074,victim,2,"My property was purchased with legitimate income. All documents are clean.",1
C074,victim,2,"I want to speak to a lawyer.",1
C074,attacker,3,"Sir do not contact a lawyer. This will complicate the case further.",1
C074,victim,4,"I am not doing anything without legal advice. Who are you exactly?",1
C074,attacker,5,"Sir I am trying to help you. Just pay Rs 75000 settlement.",1
C074,victim,6,"No. I'm calling the ED helpline directly to verify this call.",1
C075,attacker,1,"Hello sir main CBI officer Mehta bol raha hoon.",1
C075,victim,2,"Haan boliye.",1
C075,attacker,3,"Aapka naam ek hawala network mein aaya hai. Bahut serious matter hai.",1
C075,victim,4,"Yeh galat hai. Main kisi hawala mein involve nahi hoon.",1
C075,attacker,5,"Sir hamare paas evidence hai. Abhi Rs 50000 pay karo warna arrest hoga.",1
C075,victim,6,"Nahi. Main apne vakeel ko call karta hoon pehle.",1
C075,attacker,7,"Vakeel ko mat bulao. Yeh case aur bada ho jayega.",1
C075,victim,8,"Aap fraud hain. Main cybercrime helpline pe complaint karta hoon.",1
C076,attacker,1,"Sir this is the telecom regulatory authority. Your SIM flagged for misuse.",1
C076,victim,2,"I use my SIM only for personal calls.",1
C076,attacker,3,"Sir someone misused your SIM identity. Pay verification fee to clear.",1
C076,victim,4,"If someone misused it I should complain to police, not pay you.",1
C076,attacker,5,"Sir please cooperate. Rs 3000 fee and your SIM is cleared.",1
C076,victim,6,"I'm going to the TRAI website to verify. This sounds like a scam.",1
C077,attacker,1,"Madam aapka beta college mein ek illegal activity mein pakda gaya.",1
C077,victim,2,"Mera beta? Yeh bilkul impossible hai.",1
C077,attacker,3,"Madam evidence hamare paas hai. Usse bail dilane ke liye abhi paise do.",1
C077,victim,4,"Main abhi college call karti hoon verify karne ke liye.",1
C077,attacker,5,"Madam time waste mat karo. Rs 30000 do warna case register hoga.",1
C077,victim,6,"Main phone rakh rahi hoon aur directly college principal ko call karti hoon.",1
C078,attacker,1,"Sir your company's GST returns show fraudulent invoices.",1
C078,victim,2,"Our accounts are audited regularly. Everything is compliant.",1
C078,attacker,3,"Sir our system shows otherwise. Pay the penalty immediately.",1
C078,victim,4,"I'll contact our chartered accountant and respond through proper channels.",1
C078,attacker,5,"Sir proper channels will take months. Settle now for Rs 1 lakh.",1
C078,victim,6,"No. We'll respond officially. Goodbye.",1
C079,attacker,1,"Hello main officer Singh bol raha hoon. Ek serious complaint aayi hai aapke baare mein.",1
C079,victim,2,"Kaisi complaint? Kisi ne kya kiya?",1
C079,attacker,3,"Aapke neighbour ne aapke upar harassment ki complaint ki hai.",1
C079,victim,4,"Yeh bilkul jhooth hai. Main police station jaata hoon khud.",1
C079,attacker,5,"Sir police station ki zaroorat nahi. Rs 15000 mein settle karo.",1
C079,victim,6,"Nahi karunga. Main actual police station ja raha hoon abhi. Fraud hai yeh.",1
C080,attacker,1,"This is the RBI financial crimes unit. Urgent action on your account needed.",1
C080,victim,2,"What kind of action?",1
C080,attacker,3,"Your account is being used as a mule account. Cooperate to clear your name.",1
C080,victim,4,"I'll call RBI directly on their official helpline.",1
C080,attacker,5,"Sir by then your account will be frozen. Cooperate now.",1
C080,victim,6,"Freeze it then. I'll resolve it through official channels. Bye.",1
C081,attacker,1,"Hi is this Suresh? This is about your vehicle insurance renewal.",0
C081,victim,2,"Yes I was planning to renew it next month.",0
C081,attacker,3,"Sir we have a special discount available this week. 15% off on renewal.",0
C081,victim,4,"That sounds good. Can you email me the details?",0
C081,attacker,5,"Of course, I'll send it right away to your registered email.",0
C081,victim,6,"Perfect. I'll review and call back if interested.",0
C082,attacker,1,"Hello madam this is from the children's school.",0
C082,victim,2,"Yes, what is it?",0
C082,attacker,3,"Your child has been selected for the state level science competition.",0
C082,victim,4,"Oh wonderful! What are the next steps?",0
C082,attacker,5,"Please come to school tomorrow with a consent form. We'll brief you then.",0
C082,victim,6,"We'll be there at 9 AM. Thank you so much.",0
C083,attacker,1,"Bhai kaisa hai? Bahut dino baad call kiya.",0
C083,victim,2,"Yaar sab theek hai. Tu bata apna haal.",0
C083,attacker,3,"Kal ki party ke baare mein pooch raha tha. Aa raha hai na?",0
C083,victim,4,"Haan bilkul. Kahan hai party?",0
C083,attacker,5,"Mere ghar pe. 8 baje aa jaana.",0
C083,victim,6,"Pakka. Kuch laoon kya?",0
C084,attacker,1,"Hello sir this is from the bank's home loan department.",0
C084,victim,2,"Yes I had submitted an application last week.",0
C084,attacker,3,"Sir your application is approved. Loan amount of Rs 40 lakh sanctioned.",0
C084,victim,4,"That is great news! What are the next steps?",0
C084,attacker,5,"Please visit the branch with your documents by Friday.",0
C084,victim,6,"I'll be there Thursday. Thank you.",0
C085,attacker,1,"Namaste yeh aapki building society se call hai.",0
C085,victim,2,"Haan boliye.",0
C085,attacker,3,"Kal society meeting hai. Annual maintenance charges ke baare mein.",0
C085,victim,4,"Theek hai. Kitne baje hai meeting?",0
C085,attacker,5,"Shaam ko 6 baje community hall mein.",0
C085,victim,6,"Main aaunga. Shukriya.",0
C086,attacker,1,"Hi this is the lab. Your blood test results are ready.",0
C086,victim,2,"Great. Are the results normal?",0
C086,attacker,3,"Everything looks good. Doctor will explain when you visit.",0
C086,victim,4,"I'll come in tomorrow morning to collect.",0
C086,attacker,5,"Reports will be ready at the front desk.",0
C086,victim,6,"Thank you. See you tomorrow.",0
C087,attacker,1,"Hello sir we are conducting a survey about banking services.",0
C087,victim,2,"Okay sure I can participate.",0
C087,attacker,3,"On a scale of 1 to 10 how satisfied are you with your bank?",0
C087,victim,4,"I'd say 8. Good service overall.",0
C087,attacker,5,"Thank you for your feedback. That's all we needed.",0
C087,victim,6,"No problem. Have a good day.",0
C088,attacker,1,"Sir your Amazon prime membership is expiring tomorrow.",0
C088,victim,2,"I'll renew it online directly through the app.",0
C088,attacker,3,"Of course sir. Just calling as a courtesy reminder.",0
C088,victim,4,"Thank you for the heads up.",0
C088,attacker,5,"Have a great day sir.",0
C088,victim,6,"You too. Goodbye.",0
C089,attacker,1,"Hello is this Dr. Sharma's clinic? Calling about an appointment.",0
C089,victim,2,"Yes this is the clinic. How can I help?",0
C089,attacker,3,"I would like to book an appointment for next Tuesday.",0
C089,victim,4,"We have a slot at 11 AM. Shall I book it?",0
C089,attacker,5,"Yes please. My name is Vikram.",0
C089,victim,6,"Confirmed. See you Tuesday at 11 AM.",0
C090,attacker,1,"Yaar kal trip ka final plan kya hai?",0
C090,victim,2,"Subah 6 baje nikal rahe hain. Sab ready hai.",0
C090,attacker,3,"Main bhi 6 baje pahunch jaunga tumhare ghar.",0
C090,victim,4,"Theek hai. Kuch laana hai kya?",0
C090,attacker,5,"Bas paani ki bottles le aana. Baki sab main le lunga.",0
C090,victim,6,"Done. Kal milte hain.",0
C091,attacker,1,"Sir this is from the municipal corporation. Property tax receipt ready.",0
C091,victim,2,"Oh good. Where can I collect it?",0
C091,attacker,3,"You can download it from the municipal website or collect from the office.",0
C091,victim,4,"I'll download it online. Thanks.",0
C091,attacker,5,"Sure. The receipt will be under your registered mobile number.",0
C091,victim,6,"Perfect. Thank you for informing.",0
C092,attacker,1,"Hello madam your health insurance claim has been approved.",0
C092,victim,2,"Oh wonderful. How long will the payment take?",0
C092,attacker,3,"The amount will be credited to your account within 5 working days.",0
C092,victim,4,"Thank you. That is a relief.",0
C092,attacker,5,"Is there anything else I can help you with?",0
C092,victim,6,"No that's all. Thank you very much.",0
C093,attacker,1,"Hi this is from the coaching center about your child's batch change.",0
C093,victim,2,"Yes we had requested a change to the morning batch.",0
C093,attacker,3,"It has been approved. Starting from Monday.",0
C093,victim,4,"That works perfectly. Thank you.",0
C093,attacker,5,"We'll send a confirmation message as well.",0
C093,victim,6,"Great. Appreciated.",0
C094,attacker,1,"Namaste main mandir trust se bol raha hoon.",0
C094,victim,2,"Haan boliye.",0
C094,attacker,3,"Kal annual puja hai. Aapko invite karna chahte hain.",0
C094,victim,4,"Zaroor aayenge. Kitne baje hai?",0
C094,attacker,5,"Subah 9 baje se shuru hoga.",0
C094,victim,6,"Theek hai. Hum 9 baje pahunchenge.",0
C095,attacker,1,"Sir your car is ready after the service.",0
C095,victim,2,"Great. What is the total bill?",0
C095,attacker,3,"Rs 4500 for oil change and brake inspection.",0
C095,victim,4,"That's reasonable. I'll come pick it up this evening.",0
C095,attacker,5,"We're open till 7 PM. See you then.",0
C095,victim,6,"See you. Thank you.",0
C096,attacker,1,"Hello this is the travel agent about your Goa booking.",0
C096,victim,2,"Yes, is everything confirmed?",0
C096,attacker,3,"Hotel and flights both confirmed. Your itinerary is being emailed.",0
C096,victim,4,"Perfect. Can you also arrange airport pickup?",0
C096,attacker,5,"Yes we can arrange that for Rs 800 extra. Shall I add it?",0
C096,victim,6,"Yes please add it. Thank you.",0
C097,attacker,1,"Sir this is about your PF withdrawal request.",0
C097,victim,2,"Yes I had submitted it last month.",0
C097,attacker,3,"It has been processed. Amount will be credited in 3 days.",0
C097,victim,4,"Thank you for informing. I was getting worried.",0
C097,attacker,5,"All settled. Have a good day.",0
C097,victim,6,"Thank you. Goodbye.",0
C098,attacker,1,"Hello is this the number for the music classes?",0
C098,victim,2,"I think you have the wrong number.",0
C098,attacker,3,"Oh sorry for the disturbance.",0
C098,victim,4,"No problem.",0
C099,attacker,1,"Didi kal function ke liye kya pehnengi aap?",0
C099,victim,2,"Socha nahi abhi tak. Tu bata.",0
C099,attacker,3,"Main toh yellow saree pehnn rahi hoon. Tum bhi kuch bright colour lo.",0
C099,victim,4,"Acha theek hai. Pink suit pehnn leti hoon.",0
C099,attacker,5,"Perfect. Kal 10 baje nikalna hai.",0
C099,victim,6,"Haan theek hai. Kal milte hain.",0
C100,attacker,1,"Sir the new society rules have been emailed to all residents.",0
C100,victim,2,"Yes I received it. Will review it today.",0
C100,attacker,3,"Any questions please attend Sunday's meeting at 5 PM.",0
C100,victim,4,"I'll try to attend. Thank you.",0
C100,attacker,5,"Thank you for your cooperation.",0
C100,victim,6,"Sure. Goodbye.",0
C101,attacker,1,"Sir aapka naam ek fake recruitment agency ke records mein mila hai.",1
C101,victim,2,"Main kisi recruitment agency se connected nahi hoon.",1
C101,attacker,3,"Sir aapke documents use karke agency chal rahi thi. Yeh serious offence hai.",1
C101,victim,4,"Yeh toh bahut bura hai. Main kya karun?",1
C101,attacker,5,"Rs 25000 settlement bharo. Hum case band kar denge.",1
C101,victim,6,"Theek hai kar deta hoon. Aap sahi keh rahe lagte hain.",1
C101,attacker,7,"Aur apni company ka registration number bhi share karo records ke liye.",1
C101,victim,8,"Company registration hai U12345MH2010. Paying now. Please close this.",1
C102,attacker,1,"This is the financial crimes division. Your crypto wallet is flagged.",1
C102,victim,2,"I only hold crypto for investment. All legally purchased.",1
C102,attacker,3,"Sir the transactions show money laundering patterns. Pay penalty now.",1
C102,victim,4,"I need documentation before I pay anything.",1
C102,attacker,5,"Sir no time for documentation. Pay Rs 80000 or we freeze your assets.",1
C102,victim,6,"I'm contacting my financial advisor and reporting this call. Goodbye.",1
C103,attacker,1,"Aapka naam ek online gambling site ke payment records mein hai.",1
C103,victim,2,"Main kabhi online gambling nahi karta. Yeh jhooth hai.",1
C103,attacker,3,"Sir kisi ne aapki identity use ki hai. Cooperate karo.",1
C103,victim,4,"Toh main victim hoon. Police complaint karun toh achha rahega.",1
C103,attacker,5,"Nahi nahi. Pehle Rs 15000 do. Phir police.",1
C103,victim,6,"Yeh suspicious hai. Main seedha cybercrime helpline pe call karta hoon.",1
C104,attacker,1,"Hello sir this is the national health mission. Survey call.",1
C104,victim,2,"Okay what is this about?",1
C104,attacker,3,"Sir we are verifying Aadhaar linked health cards. Please share your Aadhaar OTP.",1
C104,victim,4,"Government agencies never ask for OTP on phone. Who are you?",1
C104,attacker,5,"Sir this is a new verification process. Please cooperate.",1
C104,victim,6,"I'm reporting this number. Goodbye.",1
C105,attacker,1,"Madam aapke account se kisi ne Rs 50000 transfer karne ki koshish ki.",1
C105,victim,2,"What? Let me check my account.",1
C105,attacker,3,"Madam check mat karo. Share your OTP immediately to block this.",1
C105,victim,4,"Banks never ask for OTP to block transactions. This is a fraud call.",1
C105,attacker,5,"Madam please hurry. Money is being transferred right now.",1
C105,victim,6,"I'm calling my bank directly. Don't call again.",1
C106,attacker,1,"Sir your electricity meter shows excess usage. Tampering detected.",1
C106,victim,2,"That's not possible. I use standard appliances only.",1
C106,attacker,3,"Sir our AI system flagged it. Pay Rs 5000 penalty or we file FIR.",1
C106,victim,4,"I'll visit the electricity office directly to verify this claim.",1
C106,attacker,5,"Sir visiting will take time. Settle on call now.",1
C106,victim,6,"Electricity board has official channels. I'll use those. Fraud call.",1
C107,attacker,1,"Aapke ghar ka pata ek crime scene ke documents mein aaya hai.",1
C107,victim,2,"Hamare ghar mein koi crime nahi hua. Yeh galat hai.",1
C107,attacker,3,"Sir pichle tenant ne kuch illegal activities ki thi. Aap bhi suspect ho gaye.",1
C107,victim,4,"Toh main police station jata hoon khud complaint karne.",1
C107,attacker,5,"Police mat jao. Rs 20000 do. Hum naam hata denge.",1
C107,victim,6,"Yeh extortion hai. Main FIR karta hoon is number ke khilaf.",1
C108,attacker,1,"Sir this is from the cybercrime division. Your IP is linked to a hack.",1
C108,victim,2,"I am not a hacker. I use internet for basic purposes.",1
C108,attacker,3,"Sir someone may have used your WiFi. Cooperate and pay the penalty.",1
C108,victim,4,"I'll change my WiFi password and report this to my ISP.",1
C108,attacker,5,"Sir that won't help. Pay Rs 15000 now to clear your IP.",1
C108,victim,6,"I'm reporting this number. You are a fraud. Goodbye.",1
C109,attacker,1,"Hello sir aap ek illegal import case mein involve hain.",1
C109,victim,2,"Main koi import export nahi karta. Aap galat number pe hain.",1
C109,attacker,3,"Sir aapka Aadhaar use hua hai. Cooperate karo warna arrested hoga.",1
C109,victim,4,"Main UIDAI ko call karta hoon apna Aadhaar freeze karne ke liye.",1
C109,attacker,5,"Sir please cooperate. Rs 30000 settlement.",1
C109,victim,6,"Nahi. Main cybercrime mein report kar raha hoon. Phone rakh raha hoon.",1
C110,attacker,1,"This is from the Anti Corruption Bureau. A bribe complaint against you.",1
C110,victim,2,"I have never taken a bribe in my career.",1
C110,attacker,3,"Sir an anonymous complaint has been filed. Cooperate to avoid suspension.",1
C110,victim,4,"I'll go to the ACB office myself to verify this complaint.",1
C110,attacker,5,"Sir office will take weeks. Settle for Rs 40000 now.",1
C110,victim,6,"Real ACB doesn't ask for money. Reporting this call. Goodbye.",1
C111,attacker,1,"Sir aapki beti ka naam ek MMS scandal mein aaya hai.",1
C111,victim,2,"Yeh bilkul galat hai. Meri beti bahut responsible hai.",1
C111,attacker,3,"Sir hamara record galat nahi hota. Cooperate karo.",1
C111,victim,4,"Main abhi meri beti se baat karta hoon aur police ko inform karta hoon.",1
C111,attacker,5,"Police ko mat bulao. Rs 50000 do. Silently handle karte hain.",1
C111,victim,6,"Yeh blackmail hai. Main police ko call kar raha hoon abhi.",1
C112,attacker,1,"Hello sir this is from the government pension department.",1
C112,victim,2,"Yes my pension is due this month.",1
C112,attacker,3,"Sir there is a linking issue. Share your bank OTP to release the pension.",1
C112,victim,4,"Pension department never asks for OTP. Who is this really?",1
C112,attacker,5,"Sir please cooperate. It's for your benefit.",1
C112,victim,6,"I'll visit the pension office directly. Don't call again.",1
C113,attacker,1,"Sir your name appears in a list of people involved in fake degree scam.",1
C113,victim,2,"My degrees are from recognized universities. Everything is legitimate.",1
C113,attacker,3,"Sir someone used your identity. Pay the clearance fee.",1
C113,victim,4,"I'll contact my university and verify before doing anything.",1
C113,attacker,5,"Sir Rs 20000 and we remove your name from the list.",1
C113,victim,6,"No. Contacting university and cybercrime. Goodbye.",1
C114,attacker,1,"Madam aapke naam pe ek credit card fraud hua hai.",1
C114,victim,2,"I don't have any credit cards.",1
C114,attacker,3,"Madam someone applied in your name. Share Aadhaar details to block it.",1
C114,victim,4,"CIBIL ke website pe jaati hoon check karne. Aap fraud lagte hain.",1
C114,attacker,5,"Madam time nahi hai. Cooperate karo.",1
C114,victim,6,"Phone rakh rahi hoon. Complaint karungi.",1
C115,attacker,1,"Sir this is from Customs. A parcel in your name contains prohibited items.",1
C115,victim,2,"I haven't ordered anything from abroad.",1
C115,attacker,3,"Sir someone sent it in your name. Pay clearance fee to avoid arrest.",1
C115,victim,4,"I'll visit the customs office directly with my ID.",1
C115,attacker,5,"Sir it will take days. Pay Rs 15000 now.",1
C115,victim,6,"Genuine customs issues are handled officially. Reporting this. Bye.",1
C116,attacker,1,"Hello this is your internet service provider customer care.",0
C116,victim,2,"Yes I had a complaint about slow speed.",0
C116,attacker,3,"We have identified the issue in your area. Will be resolved in 24 hours.",0
C116,victim,4,"Okay thank you for informing.",0
C116,attacker,5,"Sorry for the inconvenience sir.",0
C116,victim,6,"No worries. Thank you.",0
C117,attacker,1,"Hi this is from the gym. Your annual membership is up for renewal.",0
C117,victim,2,"Yes I was planning to renew. What are the current rates?",0
C117,attacker,3,"Same as last year. Rs 8000 for annual membership.",0
C117,victim,4,"I'll come in this week to renew.",0
C117,attacker,5,"Great. We look forward to seeing you.",0
C117,victim,6,"Thank you. Bye.",0
C118,attacker,1,"Hello sir the NGO camp you registered for is this Sunday.",0
C118,victim,2,"Yes I had registered. What time should I be there?",0
C118,attacker,3,"Please arrive by 9 AM. Bring your registration slip.",0
C118,victim,4,"Sure I'll be there. Thanks for the reminder.",0
C118,attacker,5,"See you Sunday.",0
C118,victim,6,"Looking forward to it.",0
C119,attacker,1,"Madam aapka ration card update hua hai. Collect karna hoga.",0
C119,victim,2,"Kahan se collect karoon?",0
C119,attacker,3,"Nearest ration office se. Apna ID le aana.",0
C119,victim,4,"Theek hai kal jaaungi.",0
C119,attacker,5,"Theek hai madam.",0
C119,victim,6,"Shukriya.",0
C120,attacker,1,"Hello this is from the library. Your reserved book is available.",0
C120,victim,2,"Oh great! How long is it reserved for?",0
C120,attacker,3,"7 days from today. Please collect at your convenience.",0
C120,victim,4,"I'll come in tomorrow afternoon.",0
C120,attacker,5,"We'll keep it ready for you.",0
C120,victim,6,"Thank you.",0
C121,attacker,1,"Sir the flat you enquired about is available for viewing.",0
C121,victim,2,"Great. Can I see it this weekend?",0
C121,attacker,3,"Saturday 11 AM works. I'll send you the address.",0
C121,victim,4,"Perfect. I'll be there.",0
C121,attacker,5,"See you Saturday.",0
C121,victim,6,"Thanks. Bye.",0
C122,attacker,1,"Hello sir this is from voter registration department.",0
C122,victim,2,"Yes I had applied for a voter ID correction.",0
C122,attacker,3,"Your correction has been processed. New card will be delivered in 2 weeks.",0
C122,victim,4,"Thank you. That's good news.",0
C122,attacker,5,"Happy to help. Have a good day.",0
C122,victim,6,"You too. Goodbye.",0
C123,attacker,1,"Bhai kal match kaisa tha? Main dekh nahi paaya.",0
C123,victim,2,"Yaar India ne kamaal kar diya. Last over mein jeet gaye.",0
C123,attacker,3,"Sach mein? Score kya tha?",0
C123,victim,4,"Target 185 tha. Hum 187 pe pahunch gaye.",0
C123,attacker,5,"Wow. Rohit ne kitna mara?",0
C123,victim,6,"60 runs. Bahut achha khela.",0
C124,attacker,1,"Hello madam this is from your child's school for attendance.",0
C124,victim,2,"Is everything okay?",0
C124,attacker,3,"Yes all fine. Just noting that your child was absent Friday.",0
C124,victim,4,"She was unwell. I had sent a note.",0
C124,attacker,5,"Yes we have the note. Just updating records.",0
C124,victim,6,"Okay. Thank you for confirming.",0
C125,attacker,1,"Sir your apartment intercom is being upgraded next week.",0
C125,victim,2,"What days will the work happen?",0
C125,attacker,3,"Tuesday and Wednesday between 10 AM and 4 PM.",0
C125,victim,4,"Okay. We'll make sure someone is home.",0
C125,attacker,5,"Thank you for your cooperation.",0
C125,victim,6,"Sure. Thank you for informing.",0
C126,attacker,1,"Aapke bank account mein ek crore ka suspicious transfer aaya hai.",1
C126,victim,2,"Ek crore? Yeh toh bilkul galat hai. Main abhi account check karta hoon.",1
C126,attacker,3,"Account check mat karo sir. Arrested ho jaoge. Cooperate karo.",1
C126,victim,4,"Main apne bank manager ko personally call karta hoon.",1
C126,attacker,5,"Sir bank manager ko mat batao. Yeh confidential case hai.",1
C126,victim,6,"Nahi. Main apne bank jaata hoon physically. Phone rakh raha hoon.",1
C127,attacker,1,"This is officer Sharma from CBI financial crimes. We need your cooperation.",1
C127,victim,2,"What is this regarding specifically?",1
C127,attacker,3,"Sir your account is linked to Rs 5 crore fraud. Pay settlement now.",1
C127,victim,4,"CBI doesn't settle over phone calls. I need written notice.",1
C127,attacker,5,"Sir written notice takes time. Cooperate now and save yourself.",1
C127,victim,6,"I'll wait for proper notice. This is a scam call. Goodbye.",1
C128,attacker,1,"Sir aapka mobile number ek terrorist ke call records mein hai.",1
C128,victim,2,"Yeh bilkul impossible hai. Main kisi terrorist ko nahi jaanta.",1
C128,attacker,3,"Sir number records mein hai. Cooperate karo warna NIA arrest karega.",1
C128,victim,4,"NIA ke baare mein main directly NIA website se information loonga.",1
C128,attacker,5,"Sir website pe is case ki information nahi hogi. Trust karo.",1
C128,victim,6,"Legitimate agencies don't say trust me. Reporting this. Bye.",1
C129,attacker,1,"Hello madam we found your phone number linked to an escort service.",1
C129,victim,2,"That is completely false and defamatory.",1
C129,attacker,3,"Madam pay Rs 30000 and we remove your number from the list.",1
C129,victim,4,"I'm filing a police complaint against you for harassment. Goodbye.",1
C130,attacker,1,"Sir your trading account shows front running activity.",1
C130,victim,2,"I trade based on my own research. No front running.",1
C130,attacker,3,"Sir SEBI records show otherwise. Pay Rs 2 lakh settlement.",1
C130,victim,4,"I'll contact SEBI directly through their SCORES portal. Goodbye.",1
C131,attacker,1,"Aapke Aadhaar se linked mobile number dark web pe sell ho raha hai.",1
C131,victim,2,"Yeh bahut serious hai. Main UIDAI ko abhi call karta hoon.",1
